Year,Provinces,Emissions,Sectors
2019,Ontario,719.0,Fabricated metal product manufacturing
2020,Ontario,732.0,Fabricated metal product manufacturing
2021,Ontario,671.0,Fabricated metal product manufacturing
2022,Ontario,685.0,Fabricated metal product manufacturing
2023,Ontario,672.0,Fabricated metal product manufacturing
2013,Ontario,315.0,Machinery manufacturing
2014,Ontario,304.0,Machinery manufacturing
2015,Ontario,276.0,Machinery manufacturing
2016,Ontario,257.0,Machinery manufacturing
2017,Ontario,331.0,Machinery manufacturing
2018,Ontario,322.0,Machinery manufacturing
2019,Ontario,340.0,Machinery manufacturing
2020,Ontario,303.0,Machinery manufacturing
2021,Ontario,290.0,Machinery manufacturing
2022,Ontario,325.0,Machinery manufacturing
2023,Ontario,320.0,Machinery manufacturing
2013,Ontario,5.0,Computer and peripheral equipment manufacturing
2014,Ontario,11.0,Computer and peripheral equipment manufacturing
2015,Ontario,7.0,Computer and peripheral equipment manufacturing
2016,Ontario,3.0,Computer and peripheral equipment manufacturing
2017,Ontario,4.0,Computer and peripheral equipment manufacturing
2018,Ontario,5.0,Computer and peripheral equipment manufacturing
2019,Ontario,6.0,Computer and peripheral equipment manufacturing
2020,Ontario,6.0,Computer and peripheral equipment manufacturing
2021,Ontario,6.0,Computer and peripheral equipment manufacturing
2013,Ontario,69.0,Electronic product manufacturing
2014,Ontario,49.0,Electronic product manufacturing
2015,Ontario,66.0,Electronic product manufacturing
2016,Ontario,82.0,Electronic product manufacturing
2017,Ontario,61.0,Electronic product manufacturing
2018,Ontario,57.0,Electronic product manufacturing
2019,Ontario,63.0,Electronic product manufacturing
2020,Ontario,56.0,Electronic product manufacturing
2021,Ontario,59.0,Electronic product manufacturing
2022,Ontario,65.0,Computer and electronic product manufacturing
2023,Ontario,65.0,Computer and electronic product manufacturing
2013,Ontario,75.0,Electrical  equipment and component manufacturing
2014,Ontario,70.0,Electrical  equipment and component manufacturing
2015,Ontario,74.0,Electrical  equipment and component manufacturing
2016,Ontario,74.0,Electrical  equipment and component manufacturing
2017,Ontario,70.0,Electrical  equipment and component manufacturing
2018,Ontario,65.0,Electrical  equipment and component manufacturing
2019,Ontario,62.0,Electrical  equipment and component manufacturing
2020,Ontario,56.0,Electrical  equipment and component manufacturing
2021,Ontario,54.0,Electrical  equipment and component manufacturing
2013,Ontario,11.0,Household appliance manufacturing
2014,Ontario,9.0,Household appliance manufacturing
2015,Ontario,11.0,Household appliance manufacturing
2016,Ontario,12.0,Household appliance manufacturing
2017,Ontario,12.0,Household appliance manufacturing
2018,Ontario,12.0,Household appliance manufacturing
2019,Ontario,10.0,Household appliance manufacturing
2020,Ontario,15.0,Household appliance manufacturing
2021,Ontario,17.0,Household appliance manufacturing
2022,Ontario,77.0,"Electrical equipment, appliance and component manufacturing"
2023,Ontario,76.0,"Electrical equipment, appliance and component manufacturing"
2013,Ontario,570.0,Motor vehicle manufacturing
2014,Ontario,578.0,Motor vehicle manufacturing
2015,Ontario,557.0,Motor vehicle manufacturing
2016,Ontario,521.0,Motor vehicle manufacturing
2017,Ontario,585.0,Motor vehicle manufacturing
2018,Ontario,653.0,Motor vehicle manufacturing
2019,Ontario,667.0,Motor vehicle manufacturing
2020,Ontario,493.0,Motor vehicle manufacturing
2021,Ontario,452.0,Motor vehicle manufacturing
2022,Ontario,566.0,Motor vehicle manufacturing
2023,Ontario,528.0,Motor vehicle manufacturing
2013,Ontario,48.0,Motor vehicle body and trailer manufacturing
2014,Ontario,32.0,Motor vehicle body and trailer manufacturing
2015,Ontario,31.0,Motor vehicle body and trailer manufacturing
2016,Ontario,17.0,Motor vehicle body and trailer manufacturing
2017,Ontario,15.0,Motor vehicle body and trailer manufacturing
2018,Ontario,22.0,Motor vehicle body and trailer manufacturing
2019,Ontario,24.0,Motor vehicle body and trailer manufacturing
2020,Ontario,20.0,Motor vehicle body and trailer manufacturing
2021,Ontario,25.0,Motor vehicle body and trailer manufacturing
2022,Ontario,26.0,Motor vehicle body and trailer manufacturing
2023,Ontario,26.0,Motor vehicle body and trailer manufacturing
2013,Ontario,305.0,Motor vehicle parts manufacturing
2014,Ontario,308.0,Motor vehicle parts manufacturing
2015,Ontario,339.0,Motor vehicle parts manufacturing
2016,Ontario,363.0,Motor vehicle parts manufacturing
2017,Ontario,378.0,Motor vehicle parts manufacturing
2018,Ontario,343.0,Motor vehicle parts manufacturing
2019,Ontario,317.0,Motor vehicle parts manufacturing
2020,Ontario,268.0,Motor vehicle parts manufacturing
2021,Ontario,269.0,Motor vehicle parts manufacturing
2022,Ontario,321.0,Motor vehicle parts manufacturing
2023,Ontario,316.0,Motor vehicle parts manufacturing
2013,Ontario,72.0,Aerospace product and parts manufacturing
2014,Ontario,61.0,Aerospace product and parts manufacturing
2015,Ontario,78.0,Aerospace product and parts manufacturing
2016,Ontario,77.0,Aerospace product and parts manufacturing
2017,Ontario,90.0,Aerospace product and parts manufacturing
2018,Ontario,89.0,Aerospace product and parts manufacturing
2019,Ontario,100.0,Aerospace product and parts manufacturing
2020,Ontario,84.0,Aerospace product and parts manufacturing
2021,Ontario,73.0,Aerospace product and parts manufacturing
2022,Ontario,79.0,Aerospace product and parts manufacturing
2023,Ontario,78.0,Aerospace product and parts manufacturing
2013,Ontario,7.0,Railroad rolling stock manufacturing
2014,Ontario,8.0,Railroad rolling stock manufacturing
2015,Ontario,19.0,Railroad rolling stock manufacturing
2016,Ontario,22.0,Railroad rolling stock manufacturing
2017,Ontario,14.0,Railroad rolling stock manufacturing
2018,Ontario,15.0,Railroad rolling stock manufacturing
2019,Ontario,15.0,Railroad rolling stock manufacturing
2020,Ontario,14.0,Railroad rolling stock manufacturing
2021,Ontario,10.0,Railroad rolling stock manufacturing
2022,Ontario,13.0,Railroad rolling stock manufacturing
2023,Ontario,13.0,Railroad rolling stock manufacturing
2013,Ontario,5.0,Ship and boat building
2014,Ontario,5.0,Ship and boat building
2015,Ontario,4.0,Ship and boat building
2016,Ontario,4.0,Ship and boat building
2017,Ontario,5.0,Ship and boat building
2018,Ontario,4.0,Ship and boat building
2019,Ontario,4.0,Ship and boat building
2020,Ontario,3.0,Ship and boat building
2021,Ontario,4.0,Ship and boat building
2022,Ontario,4.0,Ship and boat building
2023,Ontario,4.0,Ship and boat building
2013,Ontario,11.0,Other transportation equipment manufacturing
2014,Ontario,11.0,Other transportation equipment manufacturing
2015,Ontario,12.0,Other transportation equipment manufacturing
2016,Ontario,13.0,Other transportation equipment manufacturing
2017,Ontario,20.0,Other transportation equipment manufacturing
2018,Ontario,16.0,Other transportation equipment manufacturing
2019,Ontario,20.0,Other transportation equipment manufacturing
2020,Ontario,17.0,Other transportation equipment manufacturing
2021,Ontario,18.0,Other transportation equipment manufacturing
2022,Ontario,16.0,Other transportation equipment manufacturing
2023,Ontario,16.0,Other transportation equipment manufacturing
2013,Ontario,157.0,Furniture and related product manufacturing
2014,Ontario,128.0,Furniture and related product manufacturing
2015,Ontario,154.0,Furniture and related product manufacturing
2016,Ontario,173.0,Furniture and related product manufacturing
2017,Ontario,178.0,Furniture and related product manufacturing
2018,Ontario,173.0,Furniture and related product manufacturing
2019,Ontario,166.0,Furniture and related product manufacturing
2020,Ontario,144.0,Furniture and related product manufacturing
2021,Ontario,140.0,Furniture and related product manufacturing
2022,Ontario,197.0,Furniture and related product manufacturing
2023,Ontario,194.0,Furniture and related product manufacturing
2013,Ontario,100.0,Miscellaneous manufacturing
2014,Ontario,96.0,Miscellaneous manufacturing
2015,Ontario,130.0,Miscellaneous manufacturing
2016,Ontario,131.0,Miscellaneous manufacturing
2017,Ontario,134.0,Miscellaneous manufacturing
2018,Ontario,132.0,Miscellaneous manufacturing
2019,Ontario,143.0,Miscellaneous manufacturing
2020,Ontario,144.0,Miscellaneous manufacturing
2021,Ontario,146.0,Miscellaneous manufacturing
2022,Ontario,122.0,Miscellaneous manufacturing
2023,Ontario,121.0,Miscellaneous manufacturing
2013,Ontario,4086.0,Wholesale trade
2014,Ontario,3966.0,Wholesale trade
2015,Ontario,3577.0,Wholesale trade
2016,Ontario,3609.0,Wholesale trade
2017,Ontario,3771.0,Wholesale trade
2018,Ontario,3866.0,Wholesale trade
2019,Ontario,4164.0,Wholesale trade
2020,Ontario,3750.0,Wholesale trade
2021,Ontario,4041.0,Wholesale trade
2022,Ontario,3875.0,Wholesale trade
2023,Ontario,3760.0,Wholesale trade
2013,Ontario,2475.0,Retail trade
2014,Ontario,2657.0,Retail trade (except cannabis)
2015,Ontario,2500.0,Retail trade (except cannabis)
2016,Ontario,2668.0,Retail trade (except cannabis)
2017,Ontario,2827.0,Retail trade (except cannabis)
2018,Ontario,3010.0,Retail trade (except cannabis)
2019,Ontario,3267.0,Retail trade (except cannabis)
2020,Ontario,2989.0,Retail trade (except cannabis)
2021,Ontario,2866.0,Retail trade (except cannabis)
2022,Ontario,2824.0,Retail trade (except cannabis)
2023,Ontario,2790.0,Retail trade (except cannabis)
2014,Ontario,0.0,Cannabis stores (licensed)
2015,Ontario,0.0,Cannabis stores (licensed)
2016,Ontario,0.0,Cannabis stores (licensed)
2017,Ontario,0.0,Cannabis stores (licensed)
2018,Ontario,2.0,Cannabis stores (licensed)
2019,Ontario,5.0,Cannabis stores (licensed)
2020,Ontario,9.0,Cannabis stores (licensed)
2021,Ontario,15.0,Cannabis stores (licensed)
2022,Ontario,18.0,Cannabis retailers (licensed)
2023,Ontario,18.0,Cannabis retailers (licensed)
2014,Ontario,6.0,Cannabis stores (unlicensed)
2015,Ontario,5.0,Cannabis stores (unlicensed)
2016,Ontario,6.0,Cannabis stores (unlicensed)
2017,Ontario,6.0,Cannabis stores (unlicensed)
2018,Ontario,6.0,Cannabis stores (unlicensed)
2019,Ontario,6.0,Cannabis stores (unlicensed)
2020,Ontario,6.0,Cannabis stores (unlicensed)
2021,Ontario,4.0,Cannabis stores (unlicensed)
2022,Ontario,5.0,Cannabis retailers (unlicensed)
2023,Ontario,4.0,Cannabis retailers (unlicensed)
2013,Ontario,5200.0,Air transportation
2014,Ontario,5768.0,Air transportation
2015,Ontario,6055.0,Air transportation
2016,Ontario,6082.0,Air transportation
2017,Ontario,7807.0,Air transportation
2018,Ontario,8305.0,Air transportation
2019,Ontario,8557.0,Air transportation
2020,Ontario,3240.0,Air transportation
2021,Ontario,3266.0,Air transportation
2022,Ontario,7708.0,Air transportation
2023,Ontario,8739.0,Air transportation
2013,Ontario,1535.0,Rail transportation
2014,Ontario,1701.0,Rail transportation
2015,Ontario,1596.0,Rail transportation
2016,Ontario,1417.0,Rail transportation
2017,Ontario,1527.0,Rail transportation
2018,Ontario,1460.0,Rail transportation
2019,Ontario,1419.0,Rail transportation
2020,Ontario,1286.0,Rail transportation
2021,Ontario,1245.0,Rail transportation
2022,Ontario,1219.0,Rail transportation
2023,Ontario,1286.0,Rail transportation
2013,Ontario,817.0,Water transportation
2014,Ontario,692.0,Water transportation
2015,Ontario,504.0,Water transportation
2016,Ontario,415.0,Water transportation
2017,Ontario,423.0,Water transportation
2018,Ontario,371.0,Water transportation
2019,Ontario,303.0,Water transportation
2020,Ontario,309.0,Water transportation
2021,Ontario,275.0,Water transportation
2022,Ontario,324.0,Water transportation
2023,Ontario,320.0,Water transportation
2013,Ontario,8169.0,Truck transportation
2014,Ontario,8107.0,Truck transportation
2015,Ontario,8140.0,Truck transportation
2016,Ontario,7539.0,Truck transportation
2017,Ontario,7575.0,Truck transportation
2018,Ontario,7950.0,Truck transportation
2019,Ontario,7446.0,Truck transportation
2020,Ontario,6593.0,Truck transportation
2021,Ontario,7571.0,Truck transportation
2022,Ontario,7862.0,Truck transportation
2023,Ontario,7515.0,Truck transportation
2013,Ontario,2135.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2014,Ontario,2114.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2015,Ontario,2058.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2016,Ontario,2153.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
2017,Ontario,1954.0,"Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation"
