Year,Provinces,Emissions,Sectors
2020,Ontario,191,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2021,Ontario,178,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2022,Ontario,201,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2023,Ontario,194,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2013,Ontario,162,Dairy product manufacturing [BS31150]
2014,Ontario,123,Dairy product manufacturing [BS31150]
2015,Ontario,168,Dairy product manufacturing [BS31150]
2016,Ontario,121,Dairy product manufacturing [BS31150]
2017,Ontario,155,Dairy product manufacturing [BS31150]
2018,Ontario,185,Dairy product manufacturing [BS31150]
2019,Ontario,208,Dairy product manufacturing [BS31150]
2020,Ontario,209,Dairy product manufacturing [BS31150]
2021,Ontario,221,Dairy product manufacturing [BS31150]
2022,Ontario,277,Dairy product manufacturing [BS31150]
2023,Ontario,273,Dairy product manufacturing [BS31150]
2013,Ontario,279,Meat product manufacturing [BS31160]
2014,Ontario,322,Meat product manufacturing [BS31160]
2015,Ontario,311,Meat product manufacturing [BS31160]
2016,Ontario,357,Meat product manufacturing [BS31160]
2017,Ontario,351,Meat product manufacturing [BS31160]
2018,Ontario,352,Meat product manufacturing [BS31160]
2019,Ontario,393,Meat product manufacturing [BS31160]
2020,Ontario,391,Meat product manufacturing [BS31160]
2021,Ontario,406,Meat product manufacturing [BS31160]
2022,Ontario,397,Meat product manufacturing [BS31160]
2023,Ontario,390,Meat product manufacturing [BS31160]
2013,Ontario,3,Seafood product preparation and packaging [BS31170]
2014,Ontario,3,Seafood product preparation and packaging [BS31170]
2015,Ontario,4,Seafood product preparation and packaging [BS31170]
2016,Ontario,5,Seafood product preparation and packaging [BS31170]
2017,Ontario,7,Seafood product preparation and packaging [BS31170]
2018,Ontario,7,Seafood product preparation and packaging [BS31170]
2019,Ontario,6,Seafood product preparation and packaging [BS31170]
2020,Ontario,5,Seafood product preparation and packaging [BS31170]
2021,Ontario,5,Seafood product preparation and packaging [BS31170]
2022,Ontario,5,Seafood product preparation and packaging [BS31170]
2023,Ontario,5,Seafood product preparation and packaging [BS31170]
2013,Ontario,869,Miscellaneous food manufacturing [BS311A0]
2014,Ontario,763,Miscellaneous food manufacturing [BS311A0]
2015,Ontario,942,Miscellaneous food manufacturing [BS311A0]
2016,Ontario,738,Miscellaneous food manufacturing [BS311A0]
2017,Ontario,822,Miscellaneous food manufacturing [BS311A0]
2018,Ontario,865,Miscellaneous food manufacturing [BS311A0]
2019,Ontario,895,Miscellaneous food manufacturing [BS311A0]
2020,Ontario,826,Miscellaneous food manufacturing [BS311A0]
2021,Ontario,829,Miscellaneous food manufacturing [BS311A0]
2022,Ontario,894,Miscellaneous food manufacturing [BS311A0]
2023,Ontario,901,Miscellaneous food manufacturing [BS311A0]
2013,Ontario,68,Soft drink and ice manufacturing [BS31211]
2014,Ontario,50,Soft drink and ice manufacturing [BS31211]
2015,Ontario,58,Soft drink and ice manufacturing [BS31211]
2016,Ontario,66,Soft drink and ice manufacturing [BS31211]
2017,Ontario,81,Soft drink and ice manufacturing [BS31211]
2018,Ontario,63,Soft drink and ice manufacturing [BS31211]
2019,Ontario,50,Soft drink and ice manufacturing [BS31211]
2020,Ontario,51,Soft drink and ice manufacturing [BS31211]
2021,Ontario,58,Soft drink and ice manufacturing [BS31211]
2022,Ontario,65,Soft drink and ice manufacturing [BS31211]
2023,Ontario,63,Soft drink and ice manufacturing [BS31211]
2013,Ontario,117,Breweries [BS31212]
2014,Ontario,179,Breweries [BS31212]
2015,Ontario,198,Breweries [BS31212]
2016,Ontario,200,Breweries [BS31212]
2017,Ontario,284,Breweries [BS31212]
2018,Ontario,167,Breweries [BS31212]
2019,Ontario,162,Breweries [BS31212]
2020,Ontario,160,Breweries [BS31212]
2021,Ontario,150,Breweries [BS31212]
2022,Ontario,137,Breweries [BS31212]
2023,Ontario,142,Breweries [BS31212]
2013,Ontario,153,Wineries and distilleries [BS3121A]
2014,Ontario,173,Wineries and distilleries [BS3121A]
2015,Ontario,143,Wineries and distilleries [BS3121A]
2016,Ontario,117,Wineries and distilleries [BS3121A]
2017,Ontario,129,Wineries and distilleries [BS3121A]
2018,Ontario,148,Wineries and distilleries [BS3121A]
2019,Ontario,82,Wineries and distilleries [BS3121A]
2020,Ontario,85,Wineries and distilleries [BS3121A]
2021,Ontario,83,Wineries and distilleries [BS3121A]
2022,Ontario,80,Wineries and distilleries [BS3121A]
2023,Ontario,76,Wineries and distilleries [BS3121A]
2013,Ontario,7,Tobacco manufacturing [BS31220]
2014,Ontario,6,Tobacco manufacturing [BS31220]
2015,Ontario,11,Tobacco manufacturing [BS31220]
2016,Ontario,16,Tobacco manufacturing [BS31220]
2017,Ontario,17,Tobacco manufacturing [BS31220]
2018,Ontario,12,Tobacco manufacturing [BS31220]
2019,Ontario,12,Tobacco manufacturing [BS31220]
2020,Ontario,12,Tobacco manufacturing [BS31220]
2021,Ontario,30,Tobacco manufacturing [BS31220]
2022,Ontario,31,Tobacco and cannabis product manufacturing [BS312A0]
2023,Ontario,31,Tobacco and cannabis product manufacturing [BS312A0]
2013,Ontario,85,Textile and textile product mills [BS31A00]
2014,Ontario,63,Textile and textile product mills [BS31A00]
2015,Ontario,85,Textile and textile product mills [BS31A00]
2016,Ontario,65,Textile and textile product mills [BS31A00]
2017,Ontario,70,Textile and textile product mills [BS31A00]
2018,Ontario,82,Textile and textile product mills [BS31A00]
2019,Ontario,71,Textile and textile product mills [BS31A00]
2020,Ontario,72,Textile and textile product mills [BS31A00]
2021,Ontario,74,Textile and textile product mills [BS31A00]
2022,Ontario,68,Textile and textile product mills [BS31A00]
2023,Ontario,67,Textile and textile product mills [BS31A00]
2013,Ontario,13,Clothing and leather and allied product manufacturing [BS31B00]
2014,Ontario,14,Clothing and leather and allied product manufacturing [BS31B00]
2015,Ontario,16,Clothing and leather and allied product manufacturing [BS31B00]
2016,Ontario,24,Clothing and leather and allied product manufacturing [BS31B00]
2017,Ontario,11,Clothing and leather and allied product manufacturing [BS31B00]
2018,Ontario,19,Clothing and leather and allied product manufacturing [BS31B00]
2019,Ontario,21,Clothing and leather and allied product manufacturing [BS31B00]
2020,Ontario,16,Clothing and leather and allied product manufacturing [BS31B00]
2021,Ontario,18,Clothing and leather and allied product manufacturing [BS31B00]
2022,Ontario,19,Clothing and leather and allied product manufacturing [BS31B00]
2023,Ontario,19,Clothing and leather and allied product manufacturing [BS31B00]
2013,Ontario,1673,Wood product manufacturing [BS32100]
2014,Ontario,2867,Wood product manufacturing [BS32100]
2015,Ontario,1833,Wood product manufacturing [BS32100]
2016,Ontario,940,Wood product manufacturing [BS32100]
2017,Ontario,1931,Wood product manufacturing [BS32100]
2018,Ontario,1774,Wood product manufacturing [BS32100]
2019,Ontario,1679,Wood product manufacturing [BS32100]
2020,Ontario,1591,Wood product manufacturing [BS32100]
2021,Ontario,1299,Wood product manufacturing [BS32100]
2022,Ontario,1053,Wood product manufacturing [BS32100]
2023,Ontario,1220,Wood product manufacturing [BS32100]
2013,Ontario,6065,"Pulp, paper and paperboard mills [BS32210]"
2014,Ontario,5422,"Pulp, paper and paperboard mills [BS32210]"
2015,Ontario,5655,"Pulp, paper and paperboard mills [BS32210]"
2016,Ontario,5071,"Pulp, paper and paperboard mills [BS32210]"
2017,Ontario,5210,"Pulp, paper and paperboard mills [BS32210]"
2018,Ontario,4864,"Pulp, paper and paperboard mills [BS32210]"
2019,Ontario,4542,"Pulp, paper and paperboard mills [BS32210]"
2020,Ontario,4492,"Pulp, paper and paperboard mills [BS32210]"
2021,Ontario,4555,"Pulp, paper and paperboard mills [BS32210]"
2022,Ontario,4283,"Pulp, paper and paperboard mills [BS32210]"
2023,Ontario,3773,"Pulp, paper and paperboard mills [BS32210]"
2013,Ontario,277,Converted paper product manufacturing [BS32220]
2014,Ontario,341,Converted paper product manufacturing [BS32220]
2015,Ontario,169,Converted paper product manufacturing [BS32220]
2016,Ontario,219,Converted paper product manufacturing [BS32220]
2017,Ontario,269,Converted paper product manufacturing [BS32220]
2018,Ontario,282,Converted paper product manufacturing [BS32220]
2019,Ontario,280,Converted paper product manufacturing [BS32220]
2020,Ontario,259,Converted paper product manufacturing [BS32220]
2021,Ontario,300,Converted paper product manufacturing [BS32220]
2022,Ontario,309,Converted paper product manufacturing [BS32220]
2023,Ontario,278,Converted paper product manufacturing [BS32220]
2013,Ontario,111,Printing and related support activities [BS32300]
2014,Ontario,104,Printing and related support activities [BS32300]
2015,Ontario,150,Printing and related support activities [BS32300]
2016,Ontario,170,Printing and related support activities [BS32300]
2017,Ontario,163,Printing and related support activities [BS32300]
2018,Ontario,179,Printing and related support activities [BS32300]
2019,Ontario,149,Printing and related support activities [BS32300]
2020,Ontario,125,Printing and related support activities [BS32300]
2021,Ontario,94,Printing and related support activities [BS32300]
2022,Ontario,95,Printing and related support activities [BS32300]
2023,Ontario,93,Printing and related support activities [BS32300]
2013,Ontario,7426,Petroleum and coal product manufacturing [BS32400]
2014,Ontario,7610,Petroleum and coal product manufacturing [BS32400]
2015,Ontario,7149,Petroleum and coal product manufacturing [BS32400]
2016,Ontario,7193,Petroleum and coal product manufacturing [BS32400]
2017,Ontario,4814,Petroleum and coal product manufacturing [BS32400]
2018,Ontario,5368,Petroleum and coal product manufacturing [BS32400]
2019,Ontario,6051,Petroleum and coal product manufacturing [BS32400]
2020,Ontario,5866,Petroleum and coal product manufacturing [BS32400]
2021,Ontario,6205,Petroleum and coal product manufacturing [BS32400]
2022,Ontario,6605,Petroleum and coal product manufacturing [BS32400]
2023,Ontario,6622,Petroleum and coal product manufacturing [BS32400]
2013,Ontario,4680,Basic chemical manufacturing [BS32510]
2014,Ontario,4364,Basic chemical manufacturing [BS32510]
2015,Ontario,5024,Basic chemical manufacturing [BS32510]
2016,Ontario,4697,Basic chemical manufacturing [BS32510]
2017,Ontario,3593,Basic chemical manufacturing [BS32510]
2018,Ontario,3737,Basic chemical manufacturing [BS32510]
2019,Ontario,3787,Basic chemical manufacturing [BS32510]
2020,Ontario,3879,Basic chemical manufacturing [BS32510]
2021,Ontario,4083,Basic chemical manufacturing [BS32510]
2022,Ontario,3555,Basic chemical manufacturing [BS32510]
2023,Ontario,3673,Basic chemical manufacturing [BS32510]
2013,Ontario,1120,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2014,Ontario,1138,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2015,Ontario,945,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2016,Ontario,1173,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2017,Ontario,1108,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2018,Ontario,437,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2019,Ontario,472,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2020,Ontario,381,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2021,Ontario,486,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2022,Ontario,608,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2023,Ontario,656,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2013,Ontario,121,Pharmaceutical and medicine manufacturing [BS32540]
2014,Ontario,176,Pharmaceutical and medicine manufacturing [BS32540]
2015,Ontario,162,Pharmaceutical and medicine manufacturing [BS32540]
2016,Ontario,326,Pharmaceutical and medicine manufacturing [BS32540]
2017,Ontario,176,Pharmaceutical and medicine manufacturing [BS32540]
2018,Ontario,166,Pharmaceutical and medicine manufacturing [BS32540]
2019,Ontario,176,Pharmaceutical and medicine manufacturing [BS32540]
2020,Ontario,183,Pharmaceutical and medicine manufacturing [BS32540]
2021,Ontario,179,Pharmaceutical and medicine manufacturing [BS32540]
2022,Ontario,168,Pharmaceutical and medicine manufacturing [BS32540]
2023,Ontario,199,Pharmaceutical and medicine manufacturing [BS32540]
2013,Ontario,579,Miscellaneous chemical product manufacturing [BS325C0]
2014,Ontario,549,Miscellaneous chemical product manufacturing [BS325C0]
2015,Ontario,664,Miscellaneous chemical product manufacturing [BS325C0]
2016,Ontario,595,Miscellaneous chemical product manufacturing [BS325C0]
2017,Ontario,670,Miscellaneous chemical product manufacturing [BS325C0]
2018,Ontario,706,Miscellaneous chemical product manufacturing [BS325C0]
2019,Ontario,664,Miscellaneous chemical product manufacturing [BS325C0]
2020,Ontario,606,Miscellaneous chemical product manufacturing [BS325C0]
2021,Ontario,698,Miscellaneous chemical product manufacturing [BS325C0]
2022,Ontario,672,Miscellaneous chemical product manufacturing [BS325C0]
2023,Ontario,630,Miscellaneous chemical product manufacturing [BS325C0]
2013,Ontario,342,Plastic product manufacturing [BS32610]
2014,Ontario,377,Plastic product manufacturing [BS32610]
2015,Ontario,360,Plastic product manufacturing [BS32610]
2016,Ontario,338,Plastic product manufacturing [BS32610]
2017,Ontario,425,Plastic product manufacturing [BS32610]
2018,Ontario,308,Plastic product manufacturing [BS32610]
2019,Ontario,331,Plastic product manufacturing [BS32610]
